"feature" "subject_activity" "average"
"tGravityAcc-std()-X" "15" -0.968733398628049
"tGravityAcc-std()-Y" "15" -0.956369493993902
"tGravityAcc-std()-Z" "15" -0.947240058048781
"tBodyAccJerk-mean()-X" "15" 0.0776897411304878
"tBodyAccJerk-mean()-Y" "15" 0.00489392052706402
"tBodyAccJerk-mean()-Z" "15" -0.00440993190077744
"tBodyAccJerk-std()-X" "15" -0.624055782158537
"tBodyAccJerk-std()-Y" "15" -0.594312678045091
"tBodyAccJerk-std()-Z" "15" -0.825820881576219
"tBodyGyro-mean()-X" "15" -0.0281278780610671
"tBodyGyro-mean()-Y" "15" -0.075878845519878
"tBodyGyro-mean()-Z" "15" 0.0906658516
"tBodyGyro-std()-X" "15" -0.696859473045732
"tBodyGyro-std()-Y" "15" -0.708779069191463
"tBodyGyro-std()-Z" "15" -0.721826987530488
"tBodyGyroJerk-mean()-X" "15" -0.0960910108539634
"tBodyGyroJerk-mean()-Y" "15" -0.0441270690182012
"tBodyGyroJerk-mean()-Z" "15" -0.0555645456881098
"tBodyGyroJerk-std()-X" "15" -0.731382711036585
"tBodyGyroJerk-std()-Y" "15" -0.853956592073171
"tBodyGyroJerk-std()-Z" "15" -0.795626198384146
"tBodyAccMag-mean()" "15" -0.527285352000488
"tBodyAccMag-std()" "15" -0.557147874176037
"tGravityAccMag-mean()" "15" -0.527285352000488
"tGravityAccMag-std()" "15" -0.557147874176037
"tBodyAccJerkMag-mean()" "15" -0.654799694757531
"tBodyAccJerkMag-std()" "15" -0.625660376546646
"tBodyGyroMag-mean()" "15" -0.617721779796037
"tBodyGyroMag-std()" "15" -0.675336960047866
"tBodyGyroJerkMag-mean()" "15" -0.805282669512195
"tBodyGyroJerkMag-std()" "15" -0.837120078079268
"fBodyAcc-mean()-X" "15" -0.583772317445122
"fBodyAcc-mean()-Y" "15" -0.507735205778384
"fBodyAcc-mean()-Z" "15" -0.741745724698171
"fBodyAcc-std()-X" "15" -0.547150855443902
"fBodyAcc-std()-Y" "15" -0.501568435233384
"fBodyAcc-std()-Z" "15" -0.711431340356707
"fBodyAcc-meanFreq()-X" "15" -0.218637119967988
"fBodyAcc-meanFreq()-Y" "15" 0.0505085375937378
"fBodyAcc-meanFreq()-Z" "15" 0.0424519595017988
"fBodyAccJerk-mean()-X" "15" -0.643469519361585
"fBodyAccJerk-mean()-Y" "15" -0.609408057377744
"fBodyAccJerk-mean()-Z" "15" -0.805543465588415
"fBodyAccJerk-std()-X" "15" -0.637655155092835
"fBodyAccJerk-std()-Y" "15" -0.605854882622652
"fBodyAccJerk-std()-Z" "15" -0.845111060762195
"fBodyAccJerk-meanFreq()-X" "15" -0.0490273566650701
"fBodyAccJerk-meanFreq()-Y" "15" -0.197408729697561
"fBodyAccJerk-meanFreq()-Z" "15" -0.0737834470521341
"fBodyGyro-mean()-X" "15" -0.664354428856402
"fBodyGyro-mean()-Y" "15" -0.760711411006098
"fBodyGyro-mean()-Z" "15" -0.711194539920732
"fBodyGyro-std()-X" "15" -0.709336168176829
"fBodyGyro-std()-Y" "15" -0.684504735744512
"fBodyGyro-std()-Z" "15" -0.751696527195122
"fBodyGyro-meanFreq()-X" "15" -0.143256673841646
"fBodyGyro-meanFreq()-Y" "15" -0.222137469043902
"fBodyGyro-meanFreq()-Z" "15" -0.0579760577340244
"fBodyAccMag-mean()" "15" -0.562948391223628
"fBodyAccMag-std()" "15" -0.623655618198171
"fBodyAccMag-meanFreq()" "15" 0.0614279187379573
"fBodyBodyAccJerkMag-mean()" "15" -0.614817605125915
"fBodyBodyAccJerkMag-std()" "15" -0.643101167069512
"fBodyBodyAccJerkMag-meanFreq()" "15" 0.1584042182
"fBodyBodyGyroMag-mean()" "15" -0.732394493841463
"fBodyBodyGyroMag-std()" "15" -0.695346839682927
"fBodyBodyGyroMag-meanFreq()" "15" -0.149680864646374
"fBodyBodyGyroJerkMag-mean()" "15" -0.83680189402439
"fBodyBodyGyroJerkMag-std()" "15" -0.849634463841463
"fBodyBodyGyroJerkMag-meanFreq()" "15" 0.0955564233589329
"tBodyAcc-mean()-X" "16" 0.277887440374317
"tBodyAcc-mean()-Y" "16" -0.0158567888309016
"tBodyAcc-mean()-Z" "16" -0.107263924445355
"tBodyAcc-std()-X" "16" -0.668161498298634
"tBodyAcc-std()-Y" "16" -0.649947067892896
"tBodyAcc-std()-Z" "16" -0.603819902386066
"tGravityAcc-mean()-X" "16" 0.700906130308743
"tGravityAcc-mean()-Y" "16" -0.0605235993797814
"tGravityAcc-mean()-Z" "16" 0.0402075536234973
"tGravityAcc-std()-X" "16" -0.971156432131148
"tGravityAcc-std()-Y" "16" -0.964727519945355
"tGravityAcc-std()-Z" "16" -0.945294028639344
"tBodyAccJerk-mean()-X" "16" 0.0775488885374317
"tBodyAccJerk-mean()-Y" "16" 0.00884018328270219
"tBodyAccJerk-mean()-Z" "16" -0.00143730005564208
"tBodyAccJerk-std()-X" "16" -0.72786174352459
"tBodyAccJerk-std()-Y" "16" -0.735080198043716
"tBodyAccJerk-std()-Z" "16" -0.767873049380055
"tBodyGyro-mean()-X" "16" -0.0122341446725137
"tBodyGyro-mean()-Y" "16" -0.0724444803980874
"tBodyGyro-mean()-Z" "16" 0.0730144651530055
"tBodyGyro-std()-X" "16" -0.799534450491803
"tBodyGyro-std()-Y" "16" -0.810124133715847
"tBodyGyro-std()-Z" "16" -0.737629967961749
"tBodyGyroJerk-mean()-X" "16" -0.107361614801257
"tBodyGyroJerk-mean()-Y" "16" -0.0416615668939617
"tBodyGyroJerk-mean()-Z" "16" -0.0539470410873497
"tBodyGyroJerk-std()-X" "16" -0.858298719153005
"tBodyGyroJerk-std()-Y" "16" -0.86957312057377
"tBodyGyroJerk-std()-Z" "16" -0.837039926065574
"tBodyAccMag-mean()" "16" -0.616131116889044
"tBodyAccMag-std()" "16" -0.661719690491803
"tGravityAccMag-mean()" "16" -0.616131116889044
"tGravityAccMag-std()" "16" -0.661719690491803
"tBodyAccJerkMag-mean()" "16" -0.725246870486339
"tBodyAccJerkMag-std()" "16" -0.719647028238525
"tBodyGyroMag-mean()" "16" -0.718168775628415
"tBodyGyroMag-std()" "16" -0.78482286579235
"tBodyGyroJerkMag-mean()" "16" -0.860446372459016
"tBodyGyroJerkMag-std()" "16" -0.87480016568306
"fBodyAcc-mean()-X" "16" -0.700885147341803
"fBodyAcc-mean()-Y" "16" -0.671572147098798
"fBodyAcc-mean()-Z" "16" -0.660989948160437
"fBodyAcc-std()-X" "16" -0.656969045058415
"fBodyAcc-std()-Y" "16" -0.661844530506831
"fBodyAcc-std()-Z" "16" -0.605646725307104
"fBodyAcc-meanFreq()-X" "16" -0.238570460241803
"fBodyAcc-meanFreq()-Y" "16" -0.0276434719766667
"fBodyAcc-meanFreq()-Z" "16" 0.0278234635724863
"fBodyAccJerk-mean()-X" "16" -0.744662041612022
"fBodyAccJerk-mean()-Y" "16" -0.748627001551913
"fBodyAccJerk-mean()-Z" "16" -0.752302172079235
"fBodyAccJerk-std()-X" "16" -0.73477673661306
"fBodyAccJerk-std()-Y" "16" -0.738434398105465
"fBodyAccJerk-std()-Z" "16" -0.782089515344262
"fBodyAccJerk-meanFreq()-X" "16" -0.0318889109278689
"fBodyAccJerk-meanFreq()-Y" "16" -0.194511969031749
"fBodyAccJerk-meanFreq()-Z" "16" -0.170592442202459
"fBodyGyro-mean()-X" "16" -0.789780147036612
"fBodyGyro-mean()-Y" "16" -0.815962130027322
"fBodyGyro-mean()-Z" "16" -0.756286641721311
"fBodyGyro-std()-X" "16" -0.804991831502732
"fBodyGyro-std()-Y" "16" -0.809421448142077
"fBodyGyro-std()-Z" "16" -0.756993640724044
"fBodyGyro-meanFreq()-X" "16" -0.137899091231284
"fBodyGyro-meanFreq()-Y" "16" -0.158018408842896
"fBodyGyro-meanFreq()-Z" "16" -0.0538946293731967
"fBodyAccMag-mean()" "16" -0.666962508246721
"fBodyAccMag-std()" "16" -0.712680990765301
"fBodyAccMag-meanFreq()" "16" 0.0558668214710383
"fBodyBodyAccJerkMag-mean()" "16" -0.713167613706148
"fBodyBodyAccJerkMag-std()" "16" -0.729869398769672
"fBodyBodyAccJerkMag-meanFreq()" "16" 0.221683632275519
"fBodyBodyGyroMag-mean()" "16" -0.81712881920765
"fBodyBodyGyroMag-std()" "16" -0.802078223409836
"fBodyBodyGyroMag-meanFreq()" "16" -0.0501221341519126
"fBodyBodyGyroJerkMag-mean()" "16" -0.87277228273224
"fBodyBodyGyroJerkMag-std()" "16" -0.886533212213115
"fBodyBodyGyroJerkMag-meanFreq()" "16" 0.153211239562049
"tBodyAcc-mean()-X" "17" 0.274029548065217
"tBodyAcc-mean()-Y" "17" -0.0175416045074728
"tBodyAcc-mean()-Z" "17" -0.109199853130082
"tBodyAcc-std()-X" "17" -0.608455243870734
"tBodyAcc-std()-Y" "17" -0.567005319464348
"tBodyAcc-std()-Z" "17" -0.660582755619022
"tGravityAcc-mean()-X" "17" 0.69893741138587
"tGravityAcc-mean()-Y" "17" -0.013734698125
"tGravityAcc-mean()-Z" "17" -0.0177042428953804
"tGravityAcc-std()-X" "17" -0.971771652907609
"tGravityAcc-std()-Y" "17" -0.958810046467391
"tGravityAcc-std()-Z" "17" -0.949039213831522
"tBodyAccJerk-mean()-X" "17" 0.0814060565059783
"tBodyAccJerk-mean()-Y" "17" 0.00848949673339674
"tBodyAccJerk-mean()-Z" "17" 0.00270288011005435
"tBodyAccJerk-std()-X" "17" -0.682603096154891
"tBodyAccJerk-std()-Y" "17" -0.668693821044565
"tBodyAccJerk-std()-Z" "17" -0.813339560652174
"tBodyGyro-mean()-X" "17" -0.0146686177049565
"tBodyGyro-mean()-Y" "17" -0.082710926198038
"tBodyGyro-mean()-Z" "17" 0.077025064375462
"tBodyGyro-std()-X" "17" -0.759011119945652
"tBodyGyro-std()-Y" "17" -0.764867040625
"tBodyGyro-std()-Z" "17" -0.720741038680163
"tBodyGyroJerk-mean()-X" "17" -0.107854170946467
"tBodyGyroJerk-mean()-Y" "17" -0.039171944702962
"tBodyGyroJerk-mean()-Z" "17" -0.0508496510874185
"tBodyGyroJerk-std()-X" "17" -0.788387981630435
"tBodyGyroJerk-std()-Y" "17" -0.825988662771739
"tBodyGyroJerk-std()-Z" "17" -0.808251302907609
"tBodyAccMag-mean()" "17" -0.568367244093859
"tBodyAccMag-std()" "17" -0.636074477703533
"tGravityAccMag-mean()" "17" -0.568367244093859
"tGravityAccMag-std()" "17" -0.636074477703533
"tBodyAccJerkMag-mean()" "17" -0.696465197235054
"tBodyAccJerkMag-std()" "17" -0.693946394750815
"tBodyGyroMag-mean()" "17" -0.676185123284103
"tBodyGyroMag-std()" "17" -0.750145260967391
"tBodyGyroJerkMag-mean()" "17" -0.810438232853261
"tBodyGyroJerkMag-std()" "17" -0.825255969701087
"fBodyAcc-mean()-X" "17" -0.651780423718288
"fBodyAcc-mean()-Y" "17" -0.601741376260245
"fBodyAcc-mean()-Z" "17" -0.718947424896739
"fBodyAcc-std()-X" "17" -0.59351017342337
"fBodyAcc-std()-Y" "17" -0.576930056063587
"fBodyAcc-std()-Z" "17" -0.656622932009511
"fBodyAcc-meanFreq()-X" "17" -0.226292383353533
"fBodyAcc-meanFreq()-Y" "17" 0.00529992922366848
"fBodyAcc-meanFreq()-Z" "17" 0.00755635803706522
"fBodyAccJerk-mean()-X" "17" -0.716681622653533
"fBodyAccJerk-mean()-Y" "17" -0.694754837788043
"fBodyAccJerk-mean()-Z" "17" -0.802528785896739
"fBodyAccJerk-std()-X" "17" -0.67654494089212
"fBodyAccJerk-std()-Y" "17" -0.663158393238587
"fBodyAccJerk-std()-Z" "17" -0.822801747581522
"fBodyAccJerk-meanFreq()-X" "17" -0.0799059758048913
"fBodyAccJerk-meanFreq()-Y" "17" -0.161634762970163
"fBodyAccJerk-meanFreq()-Z" "17" -0.162384817735924
"fBodyGyro-mean()-X" "17" -0.728710411180707
"fBodyGyro-mean()-Y" "17" -0.774745258994565
"fBodyGyro-mean()-Z" "17" -0.726857840652174
"fBodyGyro-std()-X" "17" -0.770057225710326
"fBodyGyro-std()-Y" "17" -0.761335243695652
"fBodyGyro-std()-Z" "17" -0.745101477910326
"fBodyGyro-meanFreq()-X" "17" -0.0811027581206794
"fBodyGyro-meanFreq()-Y" "17" -0.106778297950136
"fBodyGyro-meanFreq()-Z" "17" -0.0322664579146196
"fBodyAccMag-mean()" "17" -0.646189154826902
"fBodyAccMag-std()" "17" -0.687536943227717
"fBodyAccMag-meanFreq()" "17" 0.035532440850462
"fBodyBodyAccJerkMag-mean()" "17" -0.697575558993207
"fBodyBodyAccJerkMag-std()" "17" -0.692595778979891
"fBodyBodyAccJerkMag-meanFreq()" "17" 0.216394127864783
"fBodyBodyGyroMag-mean()" "17" -0.769498551467391
"fBodyBodyGyroMag-std()" "17" -0.782232494673913
"fBodyBodyGyroMag-meanFreq()" "17" 0.00488337138671196
"fBodyBodyGyroJerkMag-mean()" "17" -0.829124468315217
"fBodyBodyGyroJerkMag-std()" "17" -0.833701023152174
"fBodyBodyGyroJerkMag-meanFreq()" "17" 0.232792536134511
"tBodyAcc-mean()-X" "18" 0.276324152142857
"tBodyAcc-mean()-Y" "18" -0.0172831546595266
"tBodyAcc-mean()-Z" "18" -0.108112251068681
"tBodyAcc-std()-X" "18" -0.694616884972527
"tBodyAcc-std()-Y" "18" -0.627117507326923
"tBodyAcc-std()-Z" "18" -0.701596039615385
"tGravityAcc-mean()-X" "18" 0.716863248351648
"tGravityAcc-mean()-Y" "18" -0.01578199625
"tGravityAcc-mean()-Z" "18" 0.0899901746593407
"tGravityAcc-std()-X" "18" -0.980138675796703
"tGravityAcc-std()-Y" "18" -0.969542030412088
"tGravityAcc-std()-Z" "18" -0.959434177692308
"tBodyAccJerk-mean()-X" "18" 0.077480921531044
"tBodyAccJerk-mean()-Y" "18" 0.0128850449171841
"tBodyAccJerk-mean()-Z" "18" 0.000848545124184616
"tBodyAccJerk-std()-X" "18" -0.734644450054945
"tBodyAccJerk-std()-Y" "18" -0.732969175274725
"tBodyAccJerk-std()-Z" "18" -0.847257765851648
"tBodyGyro-mean()-X" "18" -0.0373993798891484
"tBodyGyro-mean()-Y" "18" -0.0678200104982143
"tBodyGyro-mean()-Z" "18" 0.0908402866868132
"tBodyGyro-std()-X" "18" -0.804533729046703
"tBodyGyro-std()-Y" "18" -0.777361713653846
"tBodyGyro-std()-Z" "18" -0.745612483131868
"tBodyGyroJerk-mean()-X" "18" -0.0944029581558242
"tBodyGyroJerk-mean()-Y" "18" -0.044169186546978
"tBodyGyroJerk-mean()-Z" "18" -0.0568482569002198
"tBodyGyroJerk-std()-X" "18" -0.842893477884615
"tBodyGyroJerk-std()-Y" "18" -0.884050472967033
"tBodyGyroJerk-std()-Z" "18" -0.83861466293956
"tBodyAccMag-mean()" "18" -0.658370952115385
"tBodyAccMag-std()" "18" -0.689671890376374
"tGravityAccMag-mean()" "18" -0.658370952115385
"tGravityAccMag-std()" "18" -0.689671890376374
"tBodyAccJerkMag-mean()" "18" -0.753904676895604
"tBodyAccJerkMag-std()" "18" -0.745212812708791
"tBodyGyroMag-mean()" "18" -0.714735668626374
"tBodyGyroMag-std()" "18" -0.775779058758242
"tBodyGyroJerkMag-mean()" "18" -0.859899942335165
"tBodyGyroJerkMag-std()" "18" -0.88856533728022
"fBodyAcc-mean()-X" "18" -0.714227764615385
"fBodyAcc-mean()-Y" "18" -0.663659666593407
"fBodyAcc-mean()-Z" "18" -0.761229192087912
"fBodyAcc-std()-X" "18" -0.687850549203297
"fBodyAcc-std()-Y" "18" -0.632838238002747
"fBodyAcc-std()-Z" "18" -0.694874090513736
"fBodyAcc-meanFreq()-X" "18" -0.210288060037014
"fBodyAcc-meanFreq()-Y" "18" 0.0142017941035714
"fBodyAcc-meanFreq()-Z" "18" 0.0023794571910467
"fBodyAccJerk-mean()-X" "18" -0.750020077252747
"fBodyAccJerk-mean()-Y" "18" -0.744113444532967
"fBodyAccJerk-mean()-Z" "18" -0.833032083021978
"fBodyAccJerk-std()-X" "18" -0.742517893708791
"fBodyAccJerk-std()-Y" "18" -0.739197834642857
"fBodyAccJerk-std()-Z" "18" -0.860168954615385
"fBodyAccJerk-meanFreq()-X" "18" -0.0691387922027473
"fBodyAccJerk-meanFreq()-Y" "18" -0.211800163516401
"fBodyAccJerk-meanFreq()-Z" "18" -0.123235904056044
"fBodyGyro-mean()-X" "18" -0.787757637521978
"fBodyGyro-mean()-Y" "18" -0.816385880247253
"fBodyGyro-mean()-Z" "18" -0.755926770686813
"fBodyGyro-std()-X" "18" -0.812175241332418
"fBodyGyro-std()-Y" "18" -0.759665554340659
"fBodyGyro-std()-Z" "18" -0.766381665384615
"fBodyGyro-meanFreq()-X" "18" -0.11359630596717
"fBodyGyro-meanFreq()-Y" "18" -0.245477245070522
"fBodyGyro-meanFreq()-Z" "18" -0.0890927881274725
"fBodyAccMag-mean()" "18" -0.697732862178571
"fBodyAccMag-std()" "18" -0.733904051236264
"fBodyAccMag-meanFreq()" "18" 0.0911071722096154
"fBodyBodyAccJerkMag-mean()" "18" -0.742323821887363
"fBodyBodyAccJerkMag-std()" "18" -0.750189976318681
"fBodyBodyAccJerkMag-meanFreq()" "18" 0.224596545546272
"fBodyBodyGyroMag-mean()" "18" -0.816286626730769
"fBodyBodyGyroMag-std()" "18" -0.789777674554945
"fBodyBodyGyroMag-meanFreq()" "18" -0.0573696679480769
"fBodyBodyGyroJerkMag-mean()" "18" -0.88466302260989
"fBodyBodyGyroJerkMag-std()" "18" -0.902206780607143
"fBodyBodyGyroJerkMag-meanFreq()" "18" 0.193231486725357
"tBodyAcc-mean()-X" "19" 0.269723487105556
"tBodyAcc-mean()-Y" "19" -0.0182031515710306
"tBodyAcc-mean()-Z" "19" -0.118277180099383
"tBodyAcc-std()-X" "19" -0.574658922919194
"tBodyAcc-std()-Y" "19" -0.507035084992639
"tBodyAcc-std()-Z" "19" -0.649184726556944
"tGravityAcc-mean()-X" "19" 0.475323016
"tGravityAcc-mean()-Y" "19" 0.0964052626666667
"tGravityAcc-mean()-Z" "19" 0.233011401195083
"tGravityAcc-std()-X" "19" -0.958290447861111
"tGravityAcc-std()-Y" "19" -0.95925383425
"tGravityAcc-std()-Z" "19" -0.94180028475
"tBodyAccJerk-mean()-X" "19" 0.0774171147766389
"tBodyAccJerk-mean()-Y" "19" 0.0115812421960876
"tBodyAccJerk-mean()-Z" "19" -0.00186198850195833
"tBodyAccJerk-std()-X" "19" -0.571088266146083
"tBodyAccJerk-std()-Y" "19" -0.571311190432222
"tBodyAccJerk-std()-Z" "19" -0.705342976190833
"tBodyGyro-mean()-X" "19" -0.0385723953346511
"tBodyGyro-mean()-Y" "19" -0.0681420603177778
"tBodyGyro-mean()-Z" "19" 0.0883609591559167
"tBodyGyro-std()-X" "19" -0.637789914575556
"tBodyGyro-std()-Y" "19" -0.643866300560306
"tBodyGyro-std()-Z" "19" -0.645682212189167
"tBodyGyroJerk-mean()-X" "19" -0.0895939425055556
"tBodyGyroJerk-mean()-Y" "19" -0.0383208736670278
"tBodyGyroJerk-mean()-Z" "19" -0.0569649444286944
"tBodyGyroJerk-std()-X" "19" -0.618836206634444
"tBodyGyroJerk-std()-Y" "19" -0.725991380623889
"tBodyGyroJerk-std()-Z" "19" -0.686684583831583
"tBodyAccMag-mean()" "19" -0.531507362111361
"tBodyAccMag-std()" "19" -0.599552767486306
"tGravityAccMag-mean()" "19" -0.531507362111361
"tGravityAccMag-std()" "19" -0.599552767486306
"tBodyAccJerkMag-mean()" "19" -0.5762252472125
"tBodyAccJerkMag-std()" "19" -0.601918552871944
"tBodyGyroMag-mean()" "19" -0.548919668132222
"tBodyGyroMag-std()" "19" -0.610093380740278
"tBodyGyroJerkMag-mean()" "19" -0.683436541824444
"tBodyGyroJerkMag-std()" "19" -0.7255986988425
"fBodyAcc-mean()-X" "19" -0.587050355097528
"fBodyAcc-mean()-Y" "19" -0.521888076609778
"fBodyAcc-mean()-Z" "19" -0.647026298284028
"fBodyAcc-std()-X" "19" -0.5708979748225
"fBodyAcc-std()-Y" "19" -0.530901585022361
"fBodyAcc-std()-Z" "19" -0.680291382637222
"fBodyAcc-meanFreq()-X" "19" -0.212433282953944
"fBodyAcc-meanFreq()-Y" "19" 0.0703873634217222
"fBodyAcc-meanFreq()-Z" "19" 0.160383893888278
"fBodyAccJerk-mean()-X" "19" -0.593157169174611
"fBodyAccJerk-mean()-Y" "19" -0.596694943936944
"fBodyAccJerk-mean()-Z" "19" -0.680924493180556
"fBodyAccJerk-std()-X" "19" -0.586910128980833
"fBodyAccJerk-std()-Y" "19" -0.572596722878
"fBodyAccJerk-std()-Z" "19" -0.728521901498861
"fBodyAccJerk-meanFreq()-X" "19" 0.00263882956916667
"fBodyAccJerk-meanFreq()-Y" "19" -0.160787596137611
"fBodyAccJerk-meanFreq()-Z" "19" 0.00225579910068611
"fBodyGyro-mean()-X" "19" -0.553089575942778
"fBodyGyro-mean()-Y" "19" -0.641337299817778
"fBodyGyro-mean()-Z" "19" -0.602625307818389
"fBodyGyro-std()-X" "19" -0.666071315599889
"fBodyGyro-std()-Y" "19" -0.650105402347778
"fBodyGyro-std()-Z" "19" -0.694729075491667
"fBodyGyro-meanFreq()-X" "19" -0.0321842609068333
"fBodyGyro-meanFreq()-Y" "19" -0.19629760694
"fBodyGyro-meanFreq()-Z" "19" -0.0415013769106389
"fBodyAccMag-mean()" "19" -0.556404444967972
"fBodyAccMag-std()" "19" -0.689860920113889
"fBodyAccMag-meanFreq()" "19" 0.115775170635767
"fBodyBodyAccJerkMag-mean()" "19" -0.576064647812278
"fBodyBodyAccJerkMag-std()" "19" -0.641089005857778
"fBodyBodyAccJerkMag-meanFreq()" "19" 0.232074775101389
"fBodyBodyGyroMag-mean()" "19" -0.636287999799167
"fBodyBodyGyroMag-std()" "19" -0.662325968145833
"fBodyBodyGyroMag-meanFreq()" "19" -0.0199336248458333
"fBodyBodyGyroJerkMag-mean()" "19" -0.719519008752778
"fBodyBodyGyroJerkMag-std()" "19" -0.754223739441667
"fBodyBodyGyroJerkMag-meanFreq()" "19" 0.128629739389444
"tBodyAcc-mean()-X" "2" 0.273113115788079
"tBodyAcc-mean()-Y" "2" -0.0191323183174834
"tBodyAcc-mean()-Z" "2" -0.115649958175497
"tBodyAcc-std()-X" "2" -0.605586497159271
"tBodyAcc-std()-Y" "2" -0.428962986589404
"tBodyAcc-std()-Z" "2" -0.589360062210596
"tGravityAcc-mean()-X" "2" 0.660782866688742
"tGravityAcc-mean()-Y" "2" -0.147219886910411
"tGravityAcc-mean()-Z" "2" 0.134865335090728
"tGravityAcc-std()-X" "2" -0.963015508245033
"tGravityAcc-std()-Y" "2" -0.960033560165563
"tGravityAcc-std()-Z" "2" -0.945365383907285
"tBodyAccJerk-mean()-X" "2" 0.0785353156747351
"tBodyAccJerk-mean()-Y" "2" 0.00708771249764901
"tBodyAccJerk-mean()-Z" "2" 0.000755760748377483
"tBodyAccJerk-std()-X" "2" -0.557809603123841
"tBodyAccJerk-std()-Y" "2" -0.491875889831788
"tBodyAccJerk-std()-Z" "2" -0.741885388311258
"tBodyGyro-mean()-X" "2" -0.0517030657821192
"tBodyGyro-mean()-Y" "2" -0.0568420186817881
"tBodyGyro-mean()-Z" "2" 0.0872599422291391
"tBodyGyro-std()-X" "2" -0.710648927815894
"tBodyGyro-std()-Y" "2" -0.722943674337748
"tBodyGyro-std()-Z" "2" -0.634888927843046
"tBodyGyroJerk-mean()-X" "2" -0.0875587491668874
"tBodyGyroJerk-mean()-Y" "2" -0.0433986835453642
"tBodyGyroJerk-mean()-Z" "2" -0.0557541828188742
"tBodyGyroJerk-std()-X" "2" -0.671679103311258
"tBodyGyroJerk-std()-Y" "2" -0.783595466728477
"tBodyGyroJerk-std()-Z" "2" -0.674611933293046
"tBodyAccMag-mean()" "2" -0.535281800541722
"tBodyAccMag-std()" "2" -0.552812545643709
"tGravityAccMag-mean()" "2" -0.535281800541722
"tGravityAccMag-std()" "2" -0.552812545643709
"tBodyAccJerkMag-mean()" "2" -0.58777744543543
"tBodyAccJerkMag-std()" "2" -0.512115278415232
"tBodyGyroMag-mean()" "2" -0.614771054893146
"tBodyGyroMag-std()" "2" -0.680584887880795
"tBodyGyroJerkMag-mean()" "2" -0.746559539039735
"tBodyGyroJerkMag-std()" "2" -0.740088733655629
"fBodyAcc-mean()-X" "2" -0.57377091142947
"fBodyAcc-mean()-Y" "2" -0.432566581302351
"fBodyAcc-mean()-Z" "2" -0.630081222124834
"fBodyAcc-std()-X" "2" -0.619788102803311
"fBodyAcc-std()-Y" "2" -0.464723862913245
"fBodyAcc-std()-Z" "2" -0.600678614835099
"fBodyAcc-meanFreq()-X" "2" -0.106763418901788
"fBodyAcc-meanFreq()-Y" "2" 0.105734176023146
"fBodyAcc-meanFreq()-Z" "2" 0.087210586428
"fBodyAccJerk-mean()-X" "2" -0.561682049622185
"fBodyAccJerk-mean()-Y" "2" -0.50890379901457
"fBodyAccJerk-mean()-Z" "2" -0.715745330403973
"fBodyAccJerk-std()-X" "2" -0.595105612895033
"fBodyAccJerk-std()-Y" "2" -0.509147543673841
"fBodyAccJerk-std()-Z" "2" -0.767087015496689
"fBodyAccJerk-meanFreq()-X" "2" 0.0868000536209801
"fBodyAccJerk-meanFreq()-Y" "2" -0.139776595362185
"fBodyAccJerk-meanFreq()-Z" "2" -0.0942651868218543
"fBodyGyro-mean()-X" "2" -0.638717694593046
"fBodyGyro-mean()-Y" "2" -0.722068978635762
"fBodyGyro-mean()-Z" "2" -0.601594889654305
"fBodyGyro-std()-X" "2" -0.734588540182119
"fBodyGyro-std()-Y" "2" -0.72716774102649
"fBodyGyro-std()-Z" "2" -0.683114494539735
"fBodyGyro-meanFreq()-X" "2" -0.00576500648245033
"fBodyGyro-meanFreq()-Y" "2" -0.0702155008665563
"fBodyGyro-meanFreq()-Z" "2" 0.0513627291214901
"fBodyAccMag-mean()" "2" -0.514569861316887
"fBodyAccMag-std()" "2" -0.646662308457285
"fBodyAccMag-meanFreq()" "2" 0.192199738218212
"fBodyBodyAccJerkMag-mean()" "2" -0.509746432970861
"fBodyBodyAccJerkMag-std()" "2" -0.518800797709272
"fBodyBodyAccJerkMag-meanFreq()" "2" 0.193066821118212
"fBodyBodyGyroMag-mean()" "2" -0.699742945221854
"fBodyBodyGyroMag-std()" "2" -0.725310337688742
"fBodyBodyGyroMag-meanFreq()" "2" 0.0471324812379801
"fBodyBodyGyroJerkMag-mean()" "2" -0.751615078360927
"fBodyBodyGyroJerkMag-std()" "2" -0.744194981440397
"fBodyBodyGyroJerkMag-meanFreq()" "2" 0.124612068599768
"tBodyAcc-mean()-X" "20" 0.268425757926554
"tBodyAcc-mean()-Y" "20" -0.0175912993773164
"tBodyAcc-mean()-Z" "20" -0.108029145824294
"tBodyAcc-std()-X" "20" -0.60484669490339
"tBodyAcc-std()-Y" "20" -0.369336706508757
"tBodyAcc-std()-Z" "20" -0.634787346548023
"tGravityAcc-mean()-X" "20" 0.628040637177966
"tGravityAcc-mean()-Y" "20" -0.0373059475847458
"tGravityAcc-mean()-Z" "20" 0.10723075947935
"tGravityAcc-std()-X" "20" -0.958201862627119
"tGravityAcc-std()-Y" "20" -0.952506793418079
"tGravityAcc-std()-Z" "20" -0.940981537502825
"tBodyAccJerk-mean()-X" "20" 0.079818125480791
"tBodyAccJerk-mean()-Y" "20" 0.00220928707107345
"tBodyAccJerk-mean()-Z" "20" -0.00450611895602542
"tBodyAccJerk-std()-X" "20" -0.627098830685593
"tBodyAccJerk-std()-Y" "20" -0.527174601581921
"tBodyAccJerk-std()-Z" "20" -0.747362572898305
